timestamp,cycle,real_value,fake_value,direction,difference
2026-05-19 02:39:18.753002,1,1.03611111111107,5.7549,DOWN,4.71879
2026-05-19 02:39:19.762190,2,0.990740740740704,5.6998,DOWN,4.70906
2026-05-19 02:39:20.768300,3,0.945370370370334,5.6447,DOWN,4.69933
2026-05-19 02:39:21.773623,4,0.899999999999963,5.5896,DOWN,4.6896
2026-05-19 02:39:22.778153,5,0.854629629629593,5.5345,DOWN,4.67987
2026-05-19 02:39:23.803569,6,0.820601851851815,5.4794,DOWN,4.6588
2026-05-19 02:39:24.808199,7,0.820601851851815,5.4243,DOWN,4.6037
2026-05-19 02:39:25.830544,8,0.809259259259222,5.3692,DOWN,4.55994
2026-05-19 02:39:26.838144,9,0.763888888888852,5.3141,DOWN,4.55021
2026-05-19 02:39:27.843838,10,0.718518518518482,5.259,DOWN,4.54048
2026-05-19 02:39:28.850305,11,0.673148148148111,5.2039,DOWN,4.53075
2026-05-19 02:39:29.858692,12,0.639120370370334,5.1488,DOWN,4.50968
2026-05-19 02:39:30.868814,13,0.593749999999963,5.0937,DOWN,4.49995
2026-05-19 02:39:31.880068,14,0.548379629629593,5.0386,DOWN,4.49022
2026-05-19 02:39:32.891241,15,0.503009259259223,4.9835,DOWN,4.48049
2026-05-19 02:39:33.898212,16,0.457638888888852,4.9284,DOWN,4.47076
2026-05-19 02:39:34.905393,17,0.412268518518482,4.8733,DOWN,4.46103
2026-05-19 02:39:35.912811,18,0.378240740740704,4.8182,DOWN,4.43996
2026-05-19 02:39:36.917115,19,0.332870370370334,4.7631,DOWN,4.43023
2026-05-19 02:39:37.923843,20,0.298842592592556,4.708,DOWN,4.40916
2026-05-19 02:39:38.928814,21,4.708,4.6529,DOWN,-0.0551
2026-05-19 02:39:40.494858,22,4.6529,4.5978,DOWN,-0.0551
2026-05-19 02:39:41.501355,23,5.76597222222222,4.5427,DOWN,-1.22327
2026-05-19 02:39:42.506847,24,5.72060185185185,4.4876,DOWN,-1.233
2026-05-19 02:39:43.517601,25,5.67523148148149,4.4325,DOWN,-1.24273
2026-05-19 02:39:44.524478,26,5.64120370370371,4.3774,DOWN,-1.2638
2026-05-19 02:39:45.530552,27,5.59583333333334,4.3223,DOWN,-1.27353
2026-05-19 02:39:46.537466,28,5.55046296296297,4.2672,DOWN,-1.28326
2026-05-19 02:39:47.545184,29,5.5050925925926,4.2121,DOWN,-1.29299
2026-05-19 02:39:48.551429,30,5.45972222222224,4.157,DOWN,-1.30272
2026-05-19 02:39:49.571453,31,5.41435185185187,4.1019,DOWN,-1.31245
2026-05-19 02:39:50.595458,32,5.3689814814815,4.0468,DOWN,-1.32218
2026-05-19 02:39:51.608433,33,5.33495370370372,3.9917,DOWN,-1.34325
2026-05-19 02:39:52.618128,34,5.30092592592594,3.9366,DOWN,-1.36433
2026-05-19 02:39:53.622968,35,5.30092592592594,3.8815,DOWN,-1.41943
2026-05-19 02:39:54.627805,36,5.26689814814817,3.8264,DOWN,-1.4405
2026-05-19 02:39:55.636415,37,5.22152777777779,3.7713,DOWN,-1.45023
2026-05-19 02:39:56.642806,38,5.18750000000002,3.7162,DOWN,-1.4713
2026-05-19 02:39:57.647771,39,5.14212962962965,3.6611,DOWN,-1.48103
2026-05-19 02:39:58.652421,40,5.09675925925927,3.606,DOWN,-1.49076
2026-05-19 02:39:59.684566,41,5.0513888888889,3.5509,DOWN,-1.50049
2026-05-19 02:40:00.690908,42,5.00601851851853,3.4958,DOWN,-1.51022
2026-05-19 02:40:01.709051,43,4.96064814814816,3.4407,DOWN,-1.51995
2026-05-19 02:40:02.716066,44,4.91527777777779,3.3856,DOWN,-1.52968
2026-05-19 02:40:03.728576,45,4.88125000000001,3.3305,DOWN,-1.55075
2026-05-19 02:40:04.739655,46,4.83587962962964,3.2754,DOWN,-1.56048
2026-05-19 02:40:05.744305,47,4.79050925925927,3.2203,DOWN,-1.57021
2026-05-19 02:40:06.752938,48,4.79050925925927,3.1652,DOWN,-1.62531
2026-05-19 02:40:07.757503,49,4.76782407407408,3.1101,DOWN,-1.65772
2026-05-19 02:40:08.762463,50,4.73379629629631,3.055,DOWN,-1.6788
2026-05-19 02:40:09.770588,51,4.68842592592594,2.9999,DOWN,-1.68853
2026-05-19 02:40:10.776391,52,4.64305555555556,2.9448,DOWN,-1.69826
2026-05-19 02:40:11.782723,53,4.59768518518519,2.8897,DOWN,-1.70799
2026-05-19 02:40:12.787647,54,4.55231481481482,2.8346,DOWN,-1.71771
2026-05-19 02:40:14.382432,55,4.50694444444445,2.7795,DOWN,-1.72744
2026-05-19 02:40:15.412639,56,4.47291666666667,2.7244,DOWN,-1.74852
2026-05-19 02:40:16.417927,57,4.4275462962963,2.6693,DOWN,-1.75825
2026-05-19 02:40:17.423223,58,4.38217592592593,2.6142,DOWN,-1.76798
2026-05-19 02:40:18.427914,59,4.33680555555556,2.5591,DOWN,-1.77771
2026-05-19 02:40:19.435612,60,4.29143518518519,2.504,DOWN,-1.78744
2026-05-19 02:40:20.443607,61,4.2800925925926,2.4489,DOWN,-1.83119
2026-05-19 02:40:21.448184,62,4.2800925925926,2.3938,DOWN,-1.88629
2026-05-19 02:40:22.460464,63,4.2800925925926,2.3387,DOWN,-1.94139
2026-05-19 02:40:23.466950,64,4.26875,2.2836,DOWN,-1.98515
2026-05-19 02:40:24.473169,65,4.22337962962963,2.2285,DOWN,-1.99488
2026-05-19 02:40:25.479127,66,4.17800925925926,2.1734,DOWN,-2.00461
2026-05-19 02:40:26.486058,67,4.13263888888889,2.1183,DOWN,-2.01434
2026-05-19 02:40:27.499596,68,4.09861111111111,2.0632,DOWN,-2.03541
2026-05-19 02:40:28.512381,69,4.05324074074074,2.0081,DOWN,-2.04514
2026-05-19 02:40:29.517053,70,4.00787037037037,1.953,DOWN,-2.05487
2026-05-19 02:40:30.562965,71,3.9625,1.8979,DOWN,-2.0646
2026-05-19 02:40:31.572662,72,3.92847222222222,1.8428,DOWN,-2.08567
2026-05-19 02:40:32.576954,73,3.88310185185185,1.7877,DOWN,-2.0954
2026-05-19 02:40:33.582617,74,3.83773148148148,1.7326,DOWN,-2.10513
2026-05-19 02:40:34.590531,75,3.79236111111111,1.6775,DOWN,-2.11486
2026-05-19 02:40:35.597927,76,3.78101851851852,1.6224,DOWN,-2.15862
2026-05-19 02:40:36.609233,77,3.78101851851852,1.5673,DOWN,-2.21372
2026-05-19 02:40:37.615080,78,3.78101851851852,1.5122,DOWN,-2.26882
2026-05-19 02:40:38.620927,79,3.76967592592592,1.4571,DOWN,-2.31258
2026-05-19 02:40:39.626206,80,3.72430555555555,1.402,DOWN,-2.32231
2026-05-19 02:40:40.635992,81,3.67893518518518,1.3469,DOWN,-2.33204
2026-05-19 02:40:41.640842,82,3.63356481481481,1.2918,DOWN,-2.34176
2026-05-19 02:40:42.648878,83,3.58819444444444,1.2367,DOWN,-2.35149
2026-05-19 02:40:43.654205,84,3.55416666666666,1.1816,DOWN,-2.37257
2026-05-19 02:40:44.659588,85,3.50879629629629,1.1265,DOWN,-2.3823
2026-05-19 02:40:45.664460,86,3.46342592592592,1.0714,DOWN,-2.39203
2026-05-19 02:40:47.235534,87,3.41805555555555,1.0163,DOWN,-2.40176
2026-05-19 02:40:48.241433,88,3.37268518518518,0.9612,DOWN,-2.41149
2026-05-19 02:40:49.248978,89,3.32731481481481,0.9061,DOWN,-2.42121
2026-05-19 02:40:50.268076,90,3.29328703703703,0.851,DOWN,-2.44229
2026-05-19 02:40:51.286004,91,3.27060185185184,0.7959,DOWN,-2.4747
2026-05-19 02:40:52.291020,92,3.27060185185184,0.7408,DOWN,-2.5298
2026-05-19 02:40:53.304876,93,3.27060185185184,0.6857,DOWN,-2.5849
2026-05-19 02:40:54.316035,94,3.24791666666666,0.6306,DOWN,-2.61732
2026-05-19 02:40:55.320880,95,3.20254629629629,0.5755,DOWN,-2.62705
2026-05-19 02:40:56.325736,96,3.16851851851851,0.5204,DOWN,-2.64812
2026-05-19 02:40:57.332005,97,3.12314814814814,0.4653,DOWN,-2.65785
2026-05-19 02:40:58.339193,98,3.07777777777777,0.4102,DOWN,-2.66758
2026-05-19 02:40:59.344670,99,3.0324074074074,0.3551,DOWN,-2.67731
2026-05-19 02:41:00.353994,100,2.98703703703702,5.81,DOWN,2.82296
2026-05-19 02:41:01.359224,101,2.94166666666665,5.7549,DOWN,2.81323
2026-05-19 02:41:02.384874,102,2.90763888888888,5.6998,DOWN,2.79216
2026-05-19 02:41:03.389797,103,2.8622685185185,5.6447,DOWN,2.78243
2026-05-19 02:41:04.394650,104,2.81689814814813,5.5896,DOWN,2.7727
2026-05-19 02:41:05.400749,105,2.77152777777776,5.5345,DOWN,2.76297
2026-05-19 02:41:06.406754,106,2.76018518518517,5.4794,DOWN,2.71921
2026-05-19 02:41:07.412000,107,2.76018518518517,5.4243,DOWN,2.66411
2026-05-19 02:41:08.417186,108,2.76018518518517,5.3692,DOWN,2.60901
2026-05-19 02:41:09.423155,109,2.74884259259258,5.3141,DOWN,2.56526
